Virtual User Script started at: 29.11.2023 20:21:42	[MsgId: MMSG-15967]
..\\lib.h(161): Registered web_reg_find successful for "Text=Flight departing from <B>London</B>" (count=1)  	[MsgId: MMSG-26364]
..\\lib.h(161): web_submit_data("reservations.pl") was successful, 2440 body bytes, 256 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
..\\lib.h(187): Notify: Transaction "flights" ended with a "Pass" status (Duration: 0,0607 Wasted Time: 0,0005).	[MsgId: MMSG-16871]
Action.c(24): lr_think_time: 5,00 seconds.	[MsgId: MMSG-15948]
..\\lib.h(105): Notify: Transaction "search_flights" started.	[MsgId: MMSG-16999]
..\\lib.h(107): web_add_auto_header("Origin") started  	[MsgId: MMSG-26355]
..\\lib.h(107): web_add_auto_header("Origin") was successful  	[MsgId: MMSG-26392]
..\\lib.h(108): web_add_auto_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
..\\lib.h(108): web_add_auto_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
..\\lib.h(109): web_add_auto_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
..\\lib.h(109): web_add_auto_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
..\\lib.h(111): web_reg_find started  	[MsgId: MMSG-26355]
..\\lib.h(111): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
..\\lib.h(113): web_submit_data("reservations.pl_2") started  	[MsgId: MMSG-26355]
..\\lib.h(113): Resource "http://localhost:1080/WebTours/images/button_next.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
..\\lib.h(113): Registered web_reg_find successful for "Text=Payment Details" (count=1)  	[MsgId: MMSG-26364]
..\\lib.h(113): web_submit_data("reservations.pl_2") was successful, 2758 body bytes, 255 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
..\\lib.h(131): Notify: Transaction "search_flights" ended with a "Pass" status (Duration: 0,0569 Wasted Time: 0,0000).	[MsgId: MMSG-16871]
Action.c(28): lr_think_time: 5,00 seconds.	[MsgId: MMSG-15948]
..\\lib.h(192): Notify: Transaction "log_out" started.	[MsgId: MMSG-16999]
..\\lib.h(194): web_add_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
..\\lib.h(194): web_add_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
..\\lib.h(195): web_add_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
..\\lib.h(195): web_add_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
..\\lib.h(197): web_reg_find started  	[MsgId: MMSG-26355]
..\\lib.h(197): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
..\\lib.h(199): web_url("SignOff Button") started  	[MsgId: MMSG-26355]
..\\lib.h(199): Detected non-resource "http://localhost:1080/cgi-bin/nav.pl?in=home" in "http://localhost:1080/cgi-bin/welcome.pl?signOff=1"  	[MsgId: MMSG-26574]
..\\lib.h(199): Detected non-resource "http://localhost:1080/WebTours/home.html" in "http://localhost:1080/cgi-bin/welcome.pl?signOff=1"  	[MsgId: MMSG-26574]
..\\lib.h(199): Retrieving data from cache for "http://localhost:1080/WebTours/home.html"  	[MsgId: MMSG-26558]
..\\lib.h(199): Resource "http://localhost:1080/WebTours/images/mer_login.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
..\\lib.h(199): Registered web_reg_find successful for "Text=Welcome to the Web Tours site." (count=1)  	[MsgId: MMSG-26364]
..\\lib.h(199): web_url("SignOff Button") was successful, 2176 body bytes, 583 header bytes, 24 chunking overhead bytes  	[MsgId: MMSG-26385]
..\\lib.h(209): Notify: Transaction "log_out" ended with a "Pass" status (Duration: 0,0909 Wasted Time: 0,0000).	[MsgId: MMSG-16871]
Action.c(32): Notify: Transaction "UC06_SearchFlights" ended with a "Pass" status (Duration: 25,6218 Think Time: 25,0587 Wasted Time: 0,0014).	[MsgId: MMSG-16870]
Ending action Action.	[MsgId: MMSG-15918]
Ending iteration 10.	[MsgId: MMSG-15965]
Waiting 52,3770 seconds for iteration pacing.	[MsgId: MMSG-15996]
Starting iteration 11.	[MsgId: MMSG-15968]
Starting action Action.	[MsgId: MMSG-15919]
Action.c(5): Notify: Transaction "UC06_SearchFlights" started.	[MsgId: MMSG-16999]
..\\lib.h(37): web_reg_save_param_attrib started  	[MsgId: MMSG-26355]
..\\lib.h(37): Registering web_reg_save_param_attrib was successful  	[MsgId: MMSG-26390]
..\\lib.h(51): Notify: Transaction "open_web_tours" started.	[MsgId: MMSG-16999]
..\\lib.h(53): web_add_auto_header("Sec-Fetch-Site") started  	[MsgId: MMSG-26355]
..\\lib.h(53): web_add_auto_header("Sec-Fetch-Site") was successful  	[MsgId: MMSG-26392]
..\\lib.h(54): web_add_auto_header("Sec-Fetch-Dest") started  	[MsgId: MMSG-26355]
..\\lib.h(54): web_add_auto_header("Sec-Fetch-Dest") was successful  	[MsgId: MMSG-26392]
..\\lib.h(55): web_add_auto_header("Sec-Fetch-Mode") started  	[MsgId: MMSG-26355]
..\\lib.h(55): web_add_auto_header("Sec-Fetch-Mode") was successful  	[MsgId: MMSG-26392]
..\\lib.h(56): web_add_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
..\\lib.h(56): web_add_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
..\\lib.h(57): web_add_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
..\\lib.h(57): web_add_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
..\\lib.h(58): web_add_header("sec-ch-ua-mobile") started  	[MsgId: MMSG-26355]
..\\lib.h(58): web_add_header("sec-ch-ua-mobile") was successful  	[MsgId: MMSG-26392]
..\\lib.h(60): web_reg_find started  	[MsgId: MMSG-26355]
..\\lib.h(60): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
..\\lib.h(62): web_url("WebTours") started  	[MsgId: MMSG-26355]
..\\lib.h(62): Detected non-resource "http://localhost:1080/WebTours/header.html" in "http://localhost:1080/WebTours/"  	[MsgId: MMSG-26574]
..\\lib.h(62): Detected non-resource "http://localhost:1080/cgi-bin/welcome.pl?signOff=true" in "http://localhost:1080/WebTours/"  	[MsgId: MMSG-26574]
..\\lib.h(62): Found resource "http://localhost:1080/WebTours/images/hp_logo.png" in HTML "http://localhost:1080/WebTours/header.html"  	[MsgId: MMSG-26659]
..\\lib.h(62): Found resource "http://localhost:1080/WebTours/images/webtours.png" in HTML "http://localhost:1080/WebTours/header.html"  	[MsgId: MMSG-26659]
..\\lib.h(62): Detected non-resource "http://localhost:1080/cgi-bin/nav.pl?in=home" in "http://localhost:1080/cgi-bin/welcome.pl?signOff=true"  	[MsgId: MMSG-26574]
..\\lib.h(62): Detected non-resource "http://localhost:1080/WebTours/home.html" in "http://localhost:1080/cgi-bin/welcome.pl?signOff=true"  	[MsgId: MMSG-26574]
..\\lib.h(62): Found resource "http://localhost:1080/WebTours/images/mer_login.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?in=home"  	[MsgId: MMSG-26659]
..\\lib.h(62): Registered web_reg_find successful for "Text=Welcome to the Web Tours site." (count=1)  	[MsgId: MMSG-26364]
..\\lib.h(62): web_url("WebTours") was successful, 10073 body bytes, 2377 header bytes, 24 chunking overhead bytes  	[MsgId: MMSG-26385]
..\\lib.h(72): web_set_sockets_option started  	[MsgId: MMSG-26355]
..\\lib.h(72): web_set_sockets_option was successful  	[MsgId: MMSG-26392]
..\\lib.h(73): web_remove_auto_header("Sec-Fetch-Dest") started  	[MsgId: MMSG-26355]
..\\lib.h(73): Previous automatically added web header for "Sec-Fetch-Dest" removed  	[MsgId: MMSG-26587]
..\\lib.h(73): web_remove/revert_auto_header("Sec-Fetch-Dest") was successful  	[MsgId: MMSG-26392]
..\\lib.h(74): web_remove_auto_header("Sec-Fetch-Mode") started  	[MsgId: MMSG-26355]
..\\lib.h(74): Previous automatically added web header for "Sec-Fetch-Mode" removed  	[MsgId: MMSG-26587]
..\\lib.h(74): web_remove/revert_auto_header("Sec-Fetch-Mode") was successful  	[MsgId: MMSG-26392]
..\\lib.h(75): web_remove_auto_header("Sec-Fetch-Site") started  	[MsgId: MMSG-26355]
..\\lib.h(75): Previous automatically added web header for "Sec-Fetch-Site" removed  	[MsgId: MMSG-26587]
..\\lib.h(75): web_remove/revert_auto_header("Sec-Fetch-Site") was successful  	[MsgId: MMSG-26392]
..\\lib.h(77): Notify: Transaction "open_web_tours" ended with a "Pass" status (Duration: 0,0912 Wasted Time: 0,0005).	[MsgId: MMSG-16871]
Action.c(12): lr_think_time: 5,00 seconds.	[MsgId: MMSG-15948]
..\\lib.h(2): Notify: Transaction "login" started.	[MsgId: MMSG-16999]
..\\lib.h(4): web_add_auto_header("Sec-Fetch-Mode") started  	[MsgId: MMSG-26355]
..\\lib.h(4): web_add_auto_header("Sec-Fetch-Mode") was successful  	[MsgId: MMSG-26392]
..\\lib.h(5): web_add_auto_header("Sec-Fetch-Dest") started  	[MsgId: MMSG-26355]
..\\lib.h(5): web_add_auto_header("Sec-Fetch-Dest") was successful  	[MsgId: MMSG-26392]
..\\lib.h(6): web_add_header("Origin") started  	[MsgId: MMSG-26355]
..\\lib.h(6): web_add_header("Origin") was successful  	[MsgId: MMSG-26392]
..\\lib.h(7): web_add_auto_header("Sec-Fetch-Site") started  	[MsgId: MMSG-26355]
..\\lib.h(7): web_add_auto_header("Sec-Fetch-Site") was successful  	[MsgId: MMSG-26392]
..\\lib.h(8): web_add_auto_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
..\\lib.h(8): web_add_auto_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
..\\lib.h(9): web_add_auto_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
..\\lib.h(9): web_add_auto_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
..\\lib.h(10): web_add_auto_header("sec-ch-ua-mobile") started  	[MsgId: MMSG-26355]
..\\lib.h(10): web_add_auto_header("sec-ch-ua-mobile") was successful  	[MsgId: MMSG-26392]
..\\lib.h(12): web_reg_find started  	[MsgId: MMSG-26355]
..\\lib.h(12): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
..\\lib.h(13): web_reg_find started  	[MsgId: MMSG-26355]
..\\lib.h(13): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
..\\lib.h(15): web_submit_data("login.pl") started  	[MsgId: MMSG-26355]
..\\lib.h(15): Detected non-resource "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home" in "http://localhost:1080/cgi-bin/login.pl"  	[MsgId: MMSG-26574]
..\\lib.h(15): Detected non-resource "http://localhost:1080/cgi-bin/login.pl?intro=true" in "http://localhost:1080/cgi-bin/login.pl"  	[MsgId: MMSG-26574]
..\\lib.h(15): Found resource "http://localhost:1080/WebTours/images/flights.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
..\\lib.h(15): Found resource "http://localhost:1080/WebTours/images/itinerary.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
..\\lib.h(15): Found resource "http://localhost:1080/WebTours/images/in_home.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
..\\lib.h(15): Found resource "http://localhost:1080/WebTours/images/signoff.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
..\\lib.h(15): Registered web_reg_find successful for "Text=User password was correct" (count=1)  	[MsgId: MMSG-26364]
..\\lib.h(15): Registered web_reg_find successful for "Text=Welcome, <b>harrypotter123</b>" (count=1)  	[MsgId: MMSG-26364]
..\\lib.h(15): web_submit_data("login.pl") was successful, 5789 body bytes, 2081 header bytes, 36 chunking overhead bytes  	[MsgId: MMSG-26385]
..\\lib.h(32): Notify: Transaction "login" ended with a "Pass" status (Duration: 0,0981 Wasted Time: 0,0000).	[MsgId: MMSG-16871]
Action.c(16): lr_think_time: 5,00 seconds.	[MsgId: MMSG-15948]
..\\lib.h(82): Notify: Transaction "click_flights" started.	[MsgId: MMSG-16999]
..\\lib.h(84): web_remove_auto_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
..\\lib.h(84): Previous automatically added web header for "Sec-Fetch-User" removed  	[MsgId: MMSG-26587]
..\\lib.h(84): web_remove/revert_auto_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
..\\lib.h(85): web_remove_auto_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
..\\lib.h(85): Previous automatically added web header for "Upgrade-Insecure-Requests" removed  	[MsgId: MMSG-26587]
..\\lib.h(85): web_remove/revert_auto_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
..\\lib.h(87): web_reg_find started  	[MsgId: MMSG-26355]
..\\lib.h(87): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
..\\lib.h(89): web_url("Search Flights Button") started  	[MsgId: MMSG-26355]
..\\lib.h(89): Detected non-resource "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=flights" in "http://localhost:1080/cgi-bin/welcome.pl?page=search"  	[MsgId: MMSG-26574]
..\\lib.h(89): Detected non-resource "http://localhost:1080/cgi-bin/reservations.pl?page=welcome" in "http://localhost:1080/cgi-bin/welcome.pl?page=search"  	[MsgId: MMSG-26574]
..\\lib.h(89): Found resource "http://localhost:1080/WebTours/images/in_flights.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=flights"  	[MsgId: MMSG-26659]
..\\lib.h(89): Resource "http://localhost:1080/WebTours/images/itinerary.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
..\\lib.h(89): Found resource "http://localhost:1080/WebTours/images/home.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=flights"  	[MsgId: MMSG-26659]
..\\lib.h(89): Resource "http://localhost:1080/WebTours/images/signoff.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
..\\lib.h(89): Found resource "http://localhost:1080/WebTours/images/button_next.gif" in HTML "http://localhost:1080/cgi-bin/reservations.pl?page=welcome"  	[MsgId: MMSG-26659]
..\\lib.h(89): Registered web_reg_find successful for "Text=<b>Find Flight</font></b>" (count=1)  	[MsgId: MMSG-26364]
..\\lib.h(89): web_url("Search Flights Button") was successful, 8516 body bytes, 1621 header bytes, 43 chunking overhead bytes  	[MsgId: MMSG-26385]
..\\lib.h(99): Notify: Transaction "click_flights" ended with a "Pass" status (Duration: 0,1098 Wasted Time: 0,0000).	[MsgId: MMSG-16871]
Action.c(20): lr_think_time: 5,00 seconds.	[MsgId: MMSG-15948]
..\\lib.h(136): Notify: Transaction "flights" started.	[MsgId: MMSG-16999]
..\\lib.h(138): web_add_auto_header("Origin") started  	[MsgId: MMSG-26355]
..\\lib.h(138): web_add_auto_header("Origin") was successful  	[MsgId: MMSG-26392]
..\\lib.h(139): web_add_auto_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
..\\lib.h(139): web_add_auto_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
..\\lib.h(140): web_add_auto_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
..\\lib.h(140): web_add_auto_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
..\\lib.h(143): web_reg_find started  	[MsgId: MMSG-26355]
..\\lib.h(143): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
..\\lib.h(148): web_reg_save_param_attrib started  	[MsgId: MMSG-26355]
..\\lib.h(148): Registering web_reg_save_param_attrib was successful  	[MsgId: MMSG-26390]
..\\lib.h(161): web_submit_data("reservations.pl") started  	[MsgId: MMSG-26355]
..\\lib.h(161): Resource "http://localhost:1080/WebTours/images/button_next.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
..\\lib.h(161): Registered web_reg_find successful for "Text=Flight departing from <B></B>" (count=1)  	[MsgId: MMSG-26364]
..\\lib.h(161): web_submit_data("reservations.pl") was successful, 2415 body bytes, 256 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
..\\lib.h(187): Notify: Transaction "flights" ended with a "Pass" status (Duration: 0,0563 Wasted Time: 0,0004).	[MsgId: MMSG-16871]
Action.c(24): lr_think_time: 5,00 seconds.	[MsgId: MMSG-15948]
..\\lib.h(105): Notify: Transaction "search_flights" started.	[MsgId: MMSG-16999]
..\\lib.h(107): web_add_auto_header("Origin") started  	[MsgId: MMSG-26355]
..\\lib.h(107): web_add_auto_header("Origin") was successful  	[MsgId: MMSG-26392]
..\\lib.h(108): web_add_auto_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
..\\lib.h(108): web_add_auto_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
..\\lib.h(109): web_add_auto_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
..\\lib.h(109): web_add_auto_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
..\\lib.h(111): web_reg_find started  	[MsgId: MMSG-26355]
..\\lib.h(111): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
..\\lib.h(113): web_submit_data("reservations.pl_2") started  	[MsgId: MMSG-26355]
..\\lib.h(113): Resource "http://localhost:1080/WebTours/images/button_next.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
..\\lib.h(113): Registered web_reg_find successful for "Text=Payment Details" (count=1)  	[MsgId: MMSG-26364]
..\\lib.h(113): web_submit_data("reservations.pl_2") was successful, 2745 body bytes, 255 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
..\\lib.h(131): Notify: Transaction "search_flights" ended with a "Pass" status (Duration: 0,0642 Wasted Time: 0,0000).	[MsgId: MMSG-16871]
Action.c(28): lr_think_time: 5,00 seconds.	[MsgId: MMSG-15948]
..\\lib.h(192): Notify: Transaction "log_out" started.	[MsgId: MMSG-16999]
..\\lib.h(194): web_add_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
..\\lib.h(194): web_add_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
..\\lib.h(195): web_add_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
..\\lib.h(195): web_add_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
..\\lib.h(197): web_reg_find started  	[MsgId: MMSG-26355]
..\\lib.h(197): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
..\\lib.h(199): web_url("SignOff Button") started  	[MsgId: MMSG-26355]
..\\lib.h(199): Detected non-resource "http://localhost:1080/cgi-bin/nav.pl?in=home" in "http://localhost:1080/cgi-bin/welcome.pl?signOff=1"  	[MsgId: MMSG-26574]
..\\lib.h(199): Detected non-resource "http://localhost:1080/WebTours/home.html" in "http://localhost:1080/cgi-bin/welcome.pl?signOff=1"  	[MsgId: MMSG-26574]
..\\lib.h(199): Retrieving data from cache for "http://localhost:1080/WebTours/home.html"  	[MsgId: MMSG-26558]
..\\lib.h(199): Resource "http://localhost:1080/WebTours/images/mer_login.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
..\\lib.h(199): Registered web_reg_find successful for "Text=Welcome to the Web Tours site." (count=1)  	[MsgId: MMSG-26364]
..\\lib.h(199): web_url("SignOff Button") was successful, 2176 body bytes, 583 header bytes, 24 chunking overhead bytes  	[MsgId: MMSG-26385]
..\\lib.h(209): Notify: Transaction "log_out" ended with a "Pass" status (Duration: 0,0851 Wasted Time: 0,0000).	[MsgId: MMSG-16871]
Action.c(32): Notify: Transaction "UC06_SearchFlights" ended with a "Pass" status (Duration: 25,5408 Think Time: 25,0343 Wasted Time: 0,0011).	[MsgId: MMSG-16870]
Ending action Action.	[MsgId: MMSG-15918]
Ending iteration 11.	[MsgId: MMSG-15965]
Waiting 52,4580 seconds for iteration pacing.	[MsgId: MMSG-15996]
Starting iteration 12.	[MsgId: MMSG-15968]
